offset,treeDepth,rootNode,leafRecords,firstLeafNode,lastLeafNode,nodeSize,maxKeyLength,totalNodes,freeNodes,reserved1,clumpSize,btreeType,keyCompareType,attributes,
5015040,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
5289472,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
5834240,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
6198784,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
6563328,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
6804992,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
7239168,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
7681536,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
7939584,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
8156672,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
8476160,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
8623616,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
9033216,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
9418240,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
10049024,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
1275904,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
1525760,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
2295808,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3004416,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3274752,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3663872,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3893248,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
