offset,keyLength,parentID,nodeName/nameLen,nodeName/nodeUnicode,nodeNumber,
2776330,,,,,71015,
2776342,,,,,68195,
2776370,,,,,69153,
2776408,,,,,69141,
2776436,,,,,69150,
2776448,,,,,69144,
2776524,,,,,69145,
2776592,,,,,69168,
2776628,,,,,73579,
2776654,,,,,73580,
2776700,,,,,73582,
2776816,,,,,83829,
2776910,,,,,84978,
2776938,,,,,84979,
2776992,,,,,87020,
2777034,,,,,84977,
2777102,,,,,73583,
2777114,,,,,83835,
2777126,,,,,83848,
2777174,,,,,83887,
2777214,,,,,83889,
2777250,,,,,83890,
2777276,,,,,83891,
2777304,,,,,83892,
2777342,,,,,83893,
2777388,,,,,83894,
2777418,,,,,83896,
2777460,,,,,83897,
2777508,,,,,83898,
2777550,,,,,83900,
2777610,,,,,84029,
2777654,,,,,84103,
2777692,,,,,84112,
2777716,,,,,84113,
2777750,,,,,84318,
2777778,,,,,84322,
2777822,,,,,84325,
2777870,,,,,84327,
2777910,,,,,84348,
2777978,,,,,84477,
2778022,,,,,84522,
2778054,,,,,84523,
2778084,,,,,84526,
2778114,,,,,84910,
2778152,,,,,84962,
2778184,,,,,84963,
2778216,,,,,84964,
2778286,,,,,84973,
2778326,,,,,83895,
2778370,,,,,83888,
2778382,,,,,83899,
2778394,,,,,84319,
2778406,,,,,84524,
2778418,,,,,84975,
2778430,,,,,86504,
2778442,,,,,84980,
2778454,,,,,84981,
2778466,,,,,84982,
2778498,,,,,85091,
2778538,,,,,86305,
2778574,,,,,86322,
2778610,,,,,86325,
2778648,,,,,86176,
2778678,,,,,86469,
2778690,,,,,86526,
2778718,,,,,86978,
2778756,,,,,86529,
2778796,,,,,86530,
2778832,,,,,86532,
2778890,,,,,86964,
2778924,,,,,86968,
2778960,,,,,86606,
2778990,,,,,87017,
2779002,,,,,87019,
2779014,,,,,18846,
2779026,,,,,18879,
2779052,,,,,21759,
2779064,,,,,21788,
2779076,,,,,22561,
2779088,,,,,21794,
2779106,,,,,22372,
2779140,,,,,22642,
2779152,,,,,22866,
2779164,,,,,22996,
2779176,,,,,22880,
2779188,,,,,23015,
2779234,,,,,32192,
2779286,,,,,2975,
2779298,,,,,33592,
2779310,,,,,32922,
2779322,,,,,2893,
2779334,,,,,33607,
2779346,,,,,33609,
2779406,,,,,40832,
3106830,,,,,18462,
3106842,,,,,18457,
3106862,,,,,18459,
3106952,,,,,18463,
3106964,,,,,18473,
3107022,,,,,68135,
3107034,,,,,18639,
3107070,,,,,64038,
3107126,,,,,18804,
3107184,,,,,18657,
3107246,,,,,18690,
3107274,,,,,40283,
3107334,,,,,40287,
3107364,,,,,40295,
3107418,,,,,42585,
3107446,,,,,40834,
3107482,,,,,40839,
3107508,,,,,40833,
3107546,,,,,40408,
3107574,,,,,40831,
3107596,,,,,40493,
3107624,,,,,40830,
3107636,,,,,40790,
3107660,,,,,40823,
3107686,,,,,40829,
3107720,,,,,42587,
3107762,,,,,45499,
3107790,,,,,42590,
3107836,,,,,42598,
3107890,,,,,47461,
3107928,,,,,47466,
3107940,,,,,47520,
3107968,,,,,67538,
3107994,,,,,67978,
3108040,,,,,68069,
3108106,,,,,71015,
3108118,,,,,68195,
3108146,,,,,69153,
3108184,,,,,69141,
3108212,,,,,69150,
3108224,,,,,69144,
3108300,,,,,69145,
3108368,,,,,69168,
3108404,,,,,73579,
3108430,,,,,73580,
3108476,,,,,73582,
3108592,,,,,83829,
3108686,,,,,84978,
3108714,,,,,84979,
3108768,,,,,87020,
3108810,,,,,84977,
3108878,,,,,73583,
3108890,,,,,83835,
3108902,,,,,83848,
3108950,,,,,83887,
3108990,,,,,83889,
3109026,,,,,83890,
3109052,,,,,83891,
3109080,,,,,83892,
3109118,,,,,83893,
3109164,,,,,83894,
3109194,,,,,83896,
3109236,,,,,83897,
3109284,,,,,83898,
3109326,,,,,83900,
3109386,,,,,84029,
3109430,,,,,84103,
3109468,,,,,84112,
3109492,,,,,84113,
3109526,,,,,84318,
3109554,,,,,84322,
3109598,,,,,84325,
3109646,,,,,84327,
3109686,,,,,84348,
3109754,,,,,84477,
3109798,,,,,84522,
3109830,,,,,84523,
3109860,,,,,84526,
3109890,,,,,84910,
3109928,,,,,84962,
3109960,,,,,84963,
3109992,,,,,84964,
3110062,,,,,84973,
3110102,,,,,83895,
3110146,,,,,83888,
3110158,,,,,83899,
3110170,,,,,84319,
3110182,,,,,84524,
3110194,,,,,84975,
3110206,,,,,86504,
3110218,,,,,84980,
3110230,,,,,84981,
3110242,,,,,84982,
3110274,,,,,85091,
3110314,,,,,86305,
3110350,,,,,86322,
3110386,,,,,86325,
3110424,,,,,86176,
3110454,,,,,86469,
3110466,,,,,86526,
3110494,,,,,86978,
3110532,,,,,86529,
3110572,,,,,86530,
3110608,,,,,86532,
3110666,,,,,86964,
3110700,,,,,86968,
3110736,,,,,86606,
3110766,,,,,87017,
3110778,,,,,87019,
3110790,,,,,18846,
3110802,,,,,18879,
3110828,,,,,21759,
3110840,,,,,21788,
3110852,,,,,22561,
3110864,,,,,21794,
3110882,,,,,22372,
3110916,,,,,22642,
3110928,,,,,22866,
3110940,,,,,22996,
3110952,,,,,22880,
3110964,,,,,23015,
3111010,,,,,32192,
3111062,,,,,2975,
3111074,,,,,33592,
3111086,,,,,32922,
3111098,,,,,2893,
3111110,,,,,33607,
3111122,,,,,33609,
3111182,,,,,33610,
3111228,,,,,40832,
3459086,,,,,18462,
3459098,,,,,18457,
3459118,,,,,18459,
3459208,,,,,18463,
3459220,,,,,18473,
3459278,,,,,68135,
3459290,,,,,18639,
3459326,,,,,64038,
3459382,,,,,18804,
3459440,,,,,18657,
3459502,,,,,18690,
3459530,,,,,40283,
3459590,,,,,40287,
3459620,,,,,40295,
3459674,,,,,42585,
3459702,,,,,40834,
3459738,,,,,40839,
3459764,,,,,40833,
3459802,,,,,40408,
3459830,,,,,40831,
3459852,,,,,40493,
3459880,,,,,40830,
3459892,,,,,40790,
3459916,,,,,40823,
3459942,,,,,40829,
3459976,,,,,42587,
3460018,,,,,45499,
3460046,,,,,42590,
3460092,,,,,42598,
3460146,,,,,47461,
3460184,,,,,47466,
3460196,,,,,47520,
3460224,,,,,67538,
3460250,,,,,67978,
3460296,,,,,68069,
3460362,,,,,71015,
3460374,,,,,68195,
3460402,,,,,69153,
3460440,,,,,69141,
3460468,,,,,69150,
3460480,,,,,69144,
3460556,,,,,69145,
3460624,,,,,69168,
3460660,,,,,73579,
3460686,,,,,73580,
3460732,,,,,73582,
3460848,,,,,83829,
3460942,,,,,84978,
3460970,,,,,84979,
3461024,,,,,87020,
3461066,,,,,84977,
3461134,,,,,73583,
3461146,,,,,83835,
3461158,,,,,83848,
3461206,,,,,83887,
3461246,,,,,83889,
3461282,,,,,83890,
3461308,,,,,83891,
3461336,,,,,83892,
3461374,,,,,83893,
3461420,,,,,83894,
3461450,,,,,83896,
3461492,,,,,83897,
3461540,,,,,83898,
3461582,,,,,83900,
3461642,,,,,84029,
3461686,,,,,84103,
3461724,,,,,84112,
3461748,,,,,84113,
3461782,,,,,84318,
3461810,,,,,84322,
3461854,,,,,84325,
3461902,,,,,84327,
3461942,,,,,84348,
3462010,,,,,84477,
3462054,,,,,84522,
3462086,,,,,84523,
3462116,,,,,84526,
3462146,,,,,84910,
3462184,,,,,84962,
3462216,,,,,84963,
3462248,,,,,84964,
3462318,,,,,84973,
3462358,,,,,83895,
3462402,,,,,83888,
3462414,,,,,83899,
3462426,,,,,84319,
3462438,,,,,84524,
3462450,,,,,84975,
3462462,,,,,86504,
3462474,,,,,84980,
3462486,,,,,84981,
3462498,,,,,84982,
3462530,,,,,85091,
3462570,,,,,86305,
3462606,,,,,86322,
3462642,,,,,86325,
3462680,,,,,86176,
3462710,,,,,86469,
3462722,,,,,86526,
3462750,,,,,86978,
3462788,,,,,86529,
3462828,,,,,86530,
3462864,,,,,86532,
3462922,,,,,86964,
3462956,,,,,86968,
3462992,,,,,86606,
3463022,,,,,87017,
3463034,,,,,87019,
3463046,,,,,18846,
3463058,,,,,18879,
3463084,,,,,21759,
3463096,,,,,21788,
3463108,,,,,22561,
3463120,,,,,21794,
3463138,,,,,22372,
3463172,,,,,22642,
3463184,,,,,22866,
3463196,,,,,22996,
3463208,,,,,22880,
3463220,,,,,23015,
3463266,,,,,32192,
3463318,,,,,2975,
3463330,,,,,33592,
3463342,,,,,32922,
3463354,,,,,2893,
3463366,,,,,33607,
3463378,,,,,33609,
3463438,,,,,33610,
3463484,,,,,40832,
