offset,treeDepth,rootNode,leafRecords,firstLeafNode,lastLeafNode,nodeSize,maxKeyLength,totalNodes,freeNodes,reserved1,clumpSize,btreeType,keyCompareType,attributes,
7248896,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
7437312,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
7674880,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
8109056,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
8449024,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
8793088,4,22947,634859,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
9124864,4,22947,634859,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
9616384,4,22947,634859,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
9919488,4,22947,634859,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
10357760,4,22947,634859,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
265728,4,22947,634862,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
499200,4,22947,634862,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
1351168,4,22947,634862,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
1748480,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
2444800,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
2784768,4,22947,634866,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3251712,4,22947,634868,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3579392,4,22947,634872,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
4189696,4,22947,634872,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
4402688,4,22947,634872,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
4705792,4,22947,634872,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
5021184,4,22947,634872,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
5197312,4,22947,634872,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
5434880,4,22947,634872,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
5819904,4,22947,634872,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
6491648,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
6848000,4,22947,634873,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
