offset,treeDepth,rootNode,leafRecords,firstLeafNode,lastLeafNode,nodeSize,maxKeyLength,totalNodes,freeNodes,reserved1,clumpSize,btreeType,keyCompareType,attributes,
6713856,4,22947,634865,28682,3201,8192,266,98304,28617,0,268435456,0,0,6,
7025152,4,22947,634865,28682,3201,8192,266,98304,28617,0,268435456,0,0,6,
7250432,4,22947,634861,28682,3201,8192,266,98304,28617,0,268435456,0,0,6,
7971328,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
9085440,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
9388544,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
9720320,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
10023424,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
10371584,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
312320,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
816128,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
1188864,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
1786880,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
2438144,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
2663424,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
2843648,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3261440,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3503104,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3703808,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
3924992,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
4367360,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
4645888,4,22947,634860,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
5628928,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
6013952,4,22947,634861,28682,3201,8192,266,98304,28616,0,268435456,0,0,6,
