offset,treeDepth,rootNode,leafRecords,firstLeafNode,lastLeafNode,nodeSize,maxKeyLength,totalNodes,freeNodes,reserved1,clumpSize,btreeType,keyCompareType,attributes,
9370112,4,26201,3103984,28056,40832,8192,516,131072,40552,0,268435456,0,207,6,
9669120,4,26201,3103984,28056,40832,8192,516,131072,40552,0,268435456,0,207,6,
9959936,4,26201,3103986,28056,40832,8192,516,131072,40552,0,268435456,0,207,6,
551936,4,26201,3103984,28056,40832,8192,516,131072,40552,0,268435456,0,207,6,
1117184,4,26201,3103992,28056,40832,8192,516,131072,40552,0,268435456,0,207,6,
1514496,4,26201,3103988,28056,40832,8192,516,131072,40552,0,268435456,0,207,6,
2718720,4,26201,3103988,28056,40832,8192,516,131072,40552,0,268435456,0,207,6,
2980864,4,26201,3104088,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
3300352,4,26201,3104088,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
3546112,4,26201,3104088,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
3857408,4,26201,3104088,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
4127744,4,26201,3104088,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
4443136,4,26201,3104088,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
5016576,4,26201,3104088,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
5262336,4,26201,3104092,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
5508096,4,26201,3104092,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
5798912,4,26201,3104092,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
6163456,4,26201,3104092,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
6368256,4,26201,3104100,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
6929408,4,26201,3104092,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
7539712,4,26201,3104090,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
8051712,4,26201,3104090,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
8285184,4,26201,3104090,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
8580096,4,26201,3104090,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
8903680,4,26201,3104090,28056,40832,8192,516,131072,40551,0,268435456,0,207,6,
