offset,signature,version,attributes,lastMountedVersion,journalInfoBlock,createDate,modifyDate,backupDate,checkedDate,fileCount,folderCount,blockSize,totalBlocks,freeBlocks,nextAllocation,rsrcClumpSize,dataClumpSize,nextCatalogID,writeCount,encodingsBitmap,finderInfo,allocationFile/logicalSize,allocationFile/clumpSize,allocationFile/totalBlocks,allocationFile/extents/extent0/startBlock,allocationFile/extents/extent0/blockCount,allocationFile/extents/extent1/startBlock,allocationFile/extents/extent1/blockCount,allocationFile/extents/extent2/startBlock,allocationFile/extents/extent2/blockCount,allocationFile/extents/extent3/startBlock,allocationFile/extents/extent3/blockCount,allocationFile/extents/extent4/startBlock,allocationFile/extents/extent4/blockCount,allocationFile/extents/extent5/startBlock,allocationFile/extents/extent5/blockCount,allocationFile/extents/extent6/startBlock,allocationFile/extents/extent6/blockCount,allocationFile/extents/extent7/startBlock,allocationFile/extents/extent7/blockCount,extentsFile/logicalSize,extentsFile/clumpSize,extentsFile/totalBlocks,extentsFile/extents/extent0/startBlock,extentsFile/extents/extent0/blockCount,extentsFile/extents/extent1/startBlock,extentsFile/extents/extent1/blockCount,extentsFile/extents/extent2/startBlock,extentsFile/extents/extent2/blockCount,extentsFile/extents/extent3/startBlock,extentsFile/extents/extent3/blockCount,extentsFile/extents/extent4/startBlock,extentsFile/extents/extent4/blockCount,extentsFile/extents/extent5/startBlock,extentsFile/extents/extent5/blockCount,extentsFile/extents/extent6/startBlock,extentsFile/extents/extent6/blockCount,extentsFile/extents/extent7/startBlock,extentsFile/extents/extent7/blockCount,catalogFile/logicalSize,catalogFile/clumpSize,catalogFile/totalBlocks,catalogFile/extents/extent0/startBlock,catalogFile/extents/extent0/blockCount,catalogFile/extents/extent1/startBlock,catalogFile/extents/extent1/blockCount,catalogFile/extents/extent2/startBlock,catalogFile/extents/extent2/blockCount,catalogFile/extents/extent3/startBlock,catalogFile/extents/extent3/blockCount,catalogFile/extents/extent4/startBlock,catalogFile/extents/extent4/blockCount,catalogFile/extents/extent5/startBlock,catalogFile/extents/extent5/blockCount,catalogFile/extents/extent6/startBlock,catalogFile/extents/extent6/blockCount,catalogFile/extents/extent7/startBlock,catalogFile/extents/extent7/blockCount,attributesFile/logicalSize,attributesFile/clumpSize,attributesFile/totalBlocks,attributesFile/extents/extent0/startBlock,attributesFile/extents/extent0/blockCount,attributesFile/extents/extent1/startBlock,attributesFile/extents/extent1/blockCount,attributesFile/extents/extent2/startBlock,attributesFile/extents/extent2/blockCount,attributesFile/extents/extent3/startBlock,attributesFile/extents/extent3/blockCount,attributesFile/extents/extent4/startBlock,attributesFile/extents/extent4/blockCount,attributesFile/extents/extent5/startBlock,attributesFile/extents/extent5/blockCount,attributesFile/extents/extent6/startBlock,attributesFile/extents/extent6/blockCount,attributesFile/extents/extent7/startBlock,attributesFile/extents/extent7/blockCount,startupFile/logicalSize,startupFile/clumpSize,startupFile/totalBlocks,startupFile/extents/extent0/startBlock,startupFile/extents/extent0/blockCount,startupFile/extents/extent1/startBlock,startupFile/extents/extent1/blockCount,startupFile/extents/extent2/startBlock,startupFile/extents/extent2/blockCount,startupFile/extents/extent3/startBlock,startupFile/extents/extent3/blockCount,startupFile/extents/extent4/startBlock,startupFile/extents/extent4/blockCount,startupFile/extents/extent5/startBlock,startupFile/extents/extent5/blockCount,startupFile/extents/extent6/startBlock,startupFile/extents/extent6/blockCount,startupFile/extents/extent7/startBlock,startupFile/extents/extent7/blockCount,
3346432,18475,4,2147491840,1212568394,7301597,3493497227,3507822632,0,3493522427,1375702,176480,4096,121826168,75354382,8173924,65536,65536,9651401,1954959772,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3493888,18475,4,2147491840,1212568394,7301597,3493497227,3507822632,0,3493522427,1375702,176480,4096,121826168,75354369,8169320,65536,65536,9651642,1954962208,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3657728,18475,4,2147491840,1212568394,7301597,3493497227,3507822633,0,3493522427,1375702,176480,4096,121826168,75354357,8179311,65536,65536,9651882,1954964631,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3809280,18475,4,2147491840,1212568394,7301597,3493497227,3507822633,0,3493522427,1375702,176480,4096,121826168,75354343,8175947,65536,65536,9652122,1954967057,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3964928,18475,4,2147491840,1212568394,7301597,3493497227,3507822633,0,3493522427,1375702,176480,4096,121826168,75354331,8202167,65536,65536,9652362,1954969482,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4116480,18475,4,2147491840,1212568394,7301597,3493497227,3507822634,0,3493522427,1375702,176480,4096,121826168,75354316,8194671,65536,65536,9652602,1954971909,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4268032,18475,4,2147491840,1212568394,7301597,3493497227,3507822634,0,3493522427,1375702,176480,4096,121826168,75354303,8286810,65536,65536,9652842,1954974333,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4415488,18475,4,2147491840,1212568394,7301597,3493497227,3507822634,0,3493522427,1375702,176480,4096,121826168,75354291,8481741,65536,65536,9653083,1954976767,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4583424,18475,4,2147491840,1212568394,7301597,3493497227,3507822635,0,3493522427,1375702,176480,4096,121826168,75353651,8272151,65536,65536,9653192,1954977868,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4915200,18475,4,2147491840,1212568394,7301597,3493497227,3507822635,0,3493522427,1375702,176480,4096,121826168,75353638,8483823,65536,65536,9653433,1954980303,35651835,"(795982, 9113154, 0, 0, 0, 795982, 3536133040, 2451936976)",30511104,30511104,7449,1,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534336,11534336,2816,27931,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073741824,268435456,262144,751643,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805306368,268435456,196608,30747,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
