offset,treeDepth,rootNode,leafRecords,firstLeafNode,lastLeafNode,nodeSize,maxKeyLength,totalNodes,freeNodes,reserved1,clumpSize,btreeType,keyCompareType,attributes,
967168,4,26201,3104366,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1106432,4,26201,3104366,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1245696,4,26201,3104366,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1384960,4,26201,3104366,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1520128,4,26201,3104366,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1667584,4,26201,3104368,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2114048,4,26201,3104368,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2351616,4,26201,3104368,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2724352,4,26201,3104368,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2974208,4,26201,3104368,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
