offset,treeDepth,rootNode,leafRecords,firstLeafNode,lastLeafNode,nodeSize,maxKeyLength,totalNodes,freeNodes,reserved1,clumpSize,btreeType,keyCompareType,attributes,
4043264,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
4194816,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
4354560,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
4514304,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
4694528,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
4932096,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
5100032,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
5267968,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
5435904,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
5612032,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
5812736,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
6001152,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
6205952,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
6369792,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
6537728,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
6701568,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
6865408,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
7037440,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
7180800,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
7336448,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
7492096,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
7655936,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
7807488,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
7963136,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
8131072,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
8274432,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
8413696,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
8557056,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
8688128,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
8823296,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
8962560,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
9159168,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
9298432,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
9433600,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
9609728,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
9744896,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
9884160,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
10023424,4,26201,3104396,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
10170880,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
10301952,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
10453504,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
123904,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
279552,4,26201,3104394,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
435200,4,26201,3104396,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
721920,4,26201,3104396,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1020928,4,26201,3104396,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1225728,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1451008,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
1750016,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2036736,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2253824,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2515968,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2671616,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
2995200,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
3310592,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
3650560,4,26201,3104398,28056,40832,8192,516,131072,40545,0,268435456,0,207,6,
