offset,treeDepth,rootNode,leafRecords,firstLeafNode,lastLeafNode,nodeSize,maxKeyLength,totalNodes,freeNodes,reserved1,clumpSize,btreeType,keyCompareType,attributes,
380928,2,3,2196,8,65,4096,10,2816,2733,0,11534336,0,0,2,
516096,2,3,2198,8,65,4096,10,2816,2733,0,11534336,0,0,2,
667648,2,3,2200,8,65,4096,10,2816,2733,0,11534336,0,0,2,
835584,2,3,2201,8,65,4096,10,2816,2733,0,11534336,0,0,2,
970752,2,3,2202,8,65,4096,10,2816,2733,0,11534336,0,0,2,
1110016,2,3,2203,8,65,4096,10,2816,2733,0,11534336,0,0,2,
1245184,2,3,2204,8,65,4096,10,2816,2733,0,11534336,0,0,2,
1384448,2,3,2205,8,65,4096,10,2816,2733,0,11534336,0,0,2,
1519616,2,3,2206,8,65,4096,10,2816,2733,0,11534336,0,0,2,
1654784,2,3,2207,8,65,4096,10,2816,2733,0,11534336,0,0,2,
1863680,2,3,2208,8,65,4096,10,2816,2733,0,11534336,0,0,2,
1998848,2,3,2209,8,65,4096,10,2816,2733,0,11534336,0,0,2,
2134016,2,3,2210,8,65,4096,10,2816,2733,0,11534336,0,0,2,
2269184,2,3,2211,8,65,4096,10,2816,2733,0,11534336,0,0,2,
2404352,2,3,2212,8,65,4096,10,2816,2733,0,11534336,0,0,2,
2539520,2,3,2213,8,65,4096,10,2816,2733,0,11534336,0,0,2,
2674688,2,3,2214,8,65,4096,10,2816,2733,0,11534336,0,0,2,
2809856,2,3,2215,8,65,4096,10,2816,2733,0,11534336,0,0,2,
2973696,2,3,2216,8,65,4096,10,2816,2733,0,11534336,0,0,2,
3104768,2,3,2217,8,65,4096,10,2816,2733,0,11534336,0,0,2,
3244032,2,3,2219,8,65,4096,10,2816,2733,0,11534336,0,0,2,
3379200,2,3,2220,8,65,4096,10,2816,2733,0,11534336,0,0,2,
3522560,2,3,2222,8,65,4096,10,2816,2733,0,11534336,0,0,2,
3657728,2,3,2223,8,65,4096,10,2816,2733,0,11534336,0,0,2,
